"","LIST-ID","EDCS-ID","EDH-ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"445",468387,"EDCS-30200124","HD061950",151,300,"[---]oro[---] / [---] Valen[t---] / [--- ae]dili [---] / [--- flami]ni divi [---] / [---] Aug(usti?) [---] / [---]G[---] / [---]P[---]","oro Valent aedili flamini divi Augusti G P","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","ordo decurionum, sacerdotes pagani, viri","43.7423","16.6547"
"446",468388,"EDCS-30200125","HD061949",171,300,"------] / d(e)f(uncta) an(norum) / Aemilius / Secundi/nus mar(itus) / qui vixit / cum aea(!) / an(nos) XXX / CONI(?)R(?)A IP / [------","defuncta annorum Aemilius Secundinus maritus qui vixit cum aea annos XXX CONIRA IP","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri","43.7423","16.6547"
"447",468389,"EDCS-30200126","HD061948",41,100,"[- Corn]elio Cl(audia) [---]/no Cornelia [---] / [--- p]atrono t(estamento) f(ieri) i(ussit) Corneli(i) [---] / [---] Verecundus Pudens [---] / [lib(erti)] et hered(es) P(ubli) Quinti Liciniani [---] / [ho?]c testamento reliquit col(oniae) C(laudiae) [Aeq(uensium)] / [H]S n(ummum) LX(milia) e[x c]uius reditu [---] / [------","Cornelio Claudia no Cornelia patrono testamento fieri iussit Cornelii Verecundus Pudens liberti et heredes Publi Quinti Liciniani hoc testamento reliquit coloniae Claudiae Aequensium HS nummum LXmilia ex cuius reditu","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, mulieres, tria nomina, viri","43.7423","16.6547"
"448",468390,"EDCS-30200127","HD061944",201,300,"D(is) M(anibus) // D(---) V(---) / N(a)even(a)e / Salvi(a)e / def(unctae) ann(orum) / XXXII Di/eus(?) Ur/sus co/niugi / piiss(imae) pos(uit)","Dis Manibus D V Naevenae Salviae defunctae annorum XXXII Dieus Ursus coniugi piissimae posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri","43.7423","16.6547"
"449",468391,"EDCS-30200128","HD061942",1,200,"------] / [---]L A[---] / [---] L I(---) C[---] / [------","L A L I C","NULL",NA,"NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri","43.7423","16.6547"
"450",468392,"EDCS-30200129","HD061941",1,600,"------]IVL[------","IVL","NULL",NA,"NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,"43.7423","16.6547"
"451",468393,"EDCS-30200130","HD061940",1,300,"PNI[---] / M[---]XV / F[---]MAR / E[---]LI / [------]","PNI M XV F MAR E LI","NULL",NA,"NULL","Dalmatia","Dalmatia","Citluk / Aequum","Tilurium","Trilj",NA,"43.6139","16.689"
"452",468394,"EDCS-30200131","HD061939",1,100,"Cn(aeo) Seccio Aucto Cn(aeo) [Seccio] / Felici Cn(aeo) Seccio Crescenti Cn(aeo) [Seccio] / Diadumeno Cn(aeo) Seccio Mysti Seccia[e ---]","Cnaeo Seccio Aucto Cnaeo Seccio Felici Cnaeo Seccio Crescenti Cnaeo Seccio Diadumeno Cnaeo Seccio Mysti Secciae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri","43.7423","16.6547"
"453",468395,"EDCS-30200132","HD061938",1,150,"------] / [--- pa]/tronis Sec/cia Silvia li/berta","patronis Seccia Silvia liberta","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","liberti/libertae, mulieres, tria nomina","43.7423","16.6547"
"454",468396,"EDCS-30200133","HD061937",151,300,"D(is) M(anibus) // Secundino / iuveni infe/licissimo q/ui vixit an(nos) XXVII / [V]i&lt;t=I&gt;alini(?) so/[rori ei]us p(osuit) T/[------ // ------] / [---]N vi[xit] / an(nos) XVIIII par(entes) / pos(uerunt) p(ro) p(ietate) ","Dis Manibus Secundino iuveni infelicissimo qui vixit annos XXVII Vi lt t gt alini sorori eius posuit T N vixit annos XVIIII parentes posuerunt pro pietate","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, nomen singulare, viri","43.7423","16.6547"
"455",468397,"EDCS-30200134","HD061936",151,300,"D(is) M(anibus) / Vivius M(aximus) / Vivia(e) Pri(mae) / Maximi / f(iliae) a(nnorum) XII inf(elicissimae)","Dis Manibus Vivius Maximus Viviae Primae Maximi filiae annorum XII infelicissimae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj, bei","mulieres, nomen singulare, tria nomina, viri","43.7423","16.6547"
"456",468398,"EDCS-30200135","HD061930",1,600,"------] / [---]IIA[---] / [---]LIV[---] / [---]DO[---] / [---]T(?)I[---] / [------ //","IIA LIV DO TI","NULL",NA,"NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,"43.7423","16.6547"
"457",468399,"EDCS-31400246","HD058362",151,250,"Ael(iae) P(ubli) f(iliae) Procil/lae sanctissimae / feminae / C(aius) Safinius Severus / maritus ex volun/ta&lt;t&gt;e ipsius / Procillae","Aeliae Publi filiae Procillae sanctissimae feminae Caius Safinius Severus maritus ex volunta lt t gt e ipsius Procillae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","NULL","Čitluk","mulieres, nomen singulare, tria nomina, viri","43.7425382","16.6534966"
"458",468400,"EDCS-31400278","HD064082",1,300,"[I(ovi)] O(ptimo) M(aximo) s(acrum)","Iovi Optimo Maximo sacrum","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,"43.7423","16.6547"
"459",468402,"EDCS-31400280","HD064084",1,378,"------]eq(---) Fl[---] / [---]ria ASE[---] / [---] meoru[m ------","eq Fl ria ASE meorum","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,"43.7423","16.6547"
"460",468403,"EDCS-31400282","HD064086",1,200,"------?] / IDID[---]/ur et sibi &lt;et=B&gt; sui[s] / v(i)v(us)(?) ","IDID ur et sibi lt et gt suis vivus","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","mulieres, viri","43.7423","16.6547"
"461",468404,"EDCS-31400281","HD064085",1,200,"------]MN[---] C(---) C(---) [---?] / [con]iugi viv(u)s fecit V[------","MN C C coniugi vivus fecit V","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,"43.7423","16.6547"
"462",468405,"EDCS-31400283","HD064087",1,200,"------] sibi et suis posuit","sibi et suis posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,"43.7423","16.6547"
"463",468406,"EDCS-32700499","HD060574",1,300,"------]SV / [------?] / [--- Lo]nginus / [tabul(arius)?] Delm(atiae)(!) / [tabulari?]us stat(ionis?) / [---]io / [---]PAR / [---]P / [------","SV Longinus tabularius Delmatiae tabularius stationis io PAR P","NULL",NA,"NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","officium/professio, viri","43.7423","16.6547"
"464",468407,"EDCS-32700500","HD028366",42,100,"C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae(!) / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae","Caius Octavius Cai filius Fabia Vitalis domo Brixiae veteranus legionis VII Claudiae piae fidelis hic situs est testamento fieri iussit arbitratu Octaviae Secundaes libertae suae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, milites, mulieres, tria nomina, viri","43.7423","16.6547"
"465",468408,"EDCS-32700501","HD057976",1,150,"Alfia L(uci) f(ilia) Valentina / v(iva) f(ecit) sibi et L(ucio) Alfio / Valenti patri et Raiae / Marcellae matri optim(ae) / et L(ucio) Alfio Valentino fra(tri) / posterisque suis","Alfia Luci filia Valentina viva fecit sibi et Lucio Alfio Valenti patri et Raiae Marcellae matri optimae et Lucio Alfio Valentino fratri posteris que suis","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri","43.7423","16.6547"
"466",468409,"EDCS-32700502","HD060573",1,300,"------] / Carita[s] / collib(erto) / b(ene) m(erenti)","Caritas colliberto bene merenti","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, mulieres, nomen singulare","43.7423","16.6547"
"467",468410,"EDCS-32700503","HD060572",1,300,"------] / D(---?) Paulina / fili(a)e dul/cissim(a)e / anni uni(us) / m(ensium) XI","D Paulina filiae dulcissimae anni unius mensium XI","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres","43.7423","16.6547"
"468",468411,"EDCS-10000244","HD021622",117,150,"Cn(aeo) Minicio / Faustino / Iulio Severo / trib(uno) leg(ionis) XIIII gem(inae) / quaestori provinc(iae) / Maced(oniae) trib(uno) pleb(is) pr(aetori) / leg(ato) leg(ionis) XIIII [gem(inae)] / [------","Cnaeo Minicio Faustino Iulio Severo tribuno legionis XIIII geminae quaestori provinciae Macedoniae tribuno plebis praetori legato legionis XIIII geminae","honorific inscription","honorific inscription","statue base","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","milites, ordo senatorius, tria nomina, viri","43.7423","16.6547"
"469",468412,"EDCS-10000245","HD033100",201,300,"------](?) / Dasanti[l]/l(a)e / Camina/ri(a)e def(unctae) an(norum) / IIII [---]A / [------","Dasantillae Caminariae defunctae annorum IIII A","epitaph","epitaph","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina","43.7423","16.6547"
"470",468413,"EDCS-10000749","HD034185",251,330,"Dianae Aug(ustae) sac(rum) / P(ublius) Marronius / Maximianus / vot(um) lib(ens) pos(uit)","Dianae Augustae sacrum Publius Marronius Maximianus votum libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri","43.7423","16.6547"
"471",468414,"EDCS-10000750","HD034186",217,218,"[[M(arco) Opellio]] / [Anton]ino / [[Diadume]]/[[niano]] nobi/lissimo Cae/sari princi/pi iuventutis / Imp(eratoris) Caes(aris) / M(arci) [[Opelli]] Se/veri [[Macrini Pii]] / [[Felicis]] Augusti / [fil(io)] cives Aeque/[nses] p[ublice] p(osuerunt)","Marco Opellio Antonino Diadumeniano nobilissimo Caesari principi iuventutis Imperatoris Caesaris Marci Opelli Severi Macrini Pii Felicis Augusti filio cives Aequenses publice posuerunt","honorific inscription","honorific inscription","statue base","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","Augusti/Augustae, viri","43.7423","16.6547"
"472",468415,"EDCS-10000751","HD034187",151,300,"D(is) M(anibus) / T(ito) Naevieno / Senecae dec(urioni) / aed(ili) IIvir(o) col(oniae) / Aequensium / defuncto / ann(orum) XXXXV / Seccia Puden/tilla marito / rarissimo et Na[e]/vieni Seneca et / Pudentilla f[i]l[ii] / patri optim[o]","Dis Manibus Tito Naevieno Senecae decurioni aedili II viro coloniae Aequensium defuncto annorum XXXXV Seccia Pudentilla marito rarissimo et Naevieni Seneca et Pudentilla filii patri optimo","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, ordo decurionum, tria nomina, viri","43.7423","16.6547"
"473",468416,"EDCS-10000752","HD034188",101,300,"D(is) M(anibus) / L(ucio) Apuleio / Apulei f(ilio) / [P]roculo / [---] Rufo / [------","Dis Manibus Lucio Apuleio Apulei filio Proculo Rufo","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","nomen singulare, tria nomina, viri","43.7423","16.6547"
"474",468417,"EDCS-10000753","HD010876",51,100,"Caecilia / Procula / t(estamento) f(ieri) i(ussit) sibi et / Ti(berio) Cl(audio) Syrioni / coniugi b(ene) m(erenti) / L(ucius) Caecilius / Onesimus h(eres) / ponendum / curavit","Caecilia Procula testamento fieri iussit sibi et Tiberio Claudio Syrioni coniugi bene merenti Lucius Caecilius Onesimus heres ponendum curavit","epitaph","epitaph","cippus","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri","43.7423","16.6547"
"475",468418,"EDCS-10000754","HD034189",101,150,"Diis / Manibus / sac(rum) / L(uci) Tetti Luculli","Diis Manibus sacrum Luci Tetti Luculli","epitaph","epitaph","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri","43.7423","16.6547"
"476",468419,"EDCS-10000755","HD034190",151,300,"D(is) M(anibus) / Sabba/tiae de/[f]unct(a)e / [an]n(orum) II m(ensium) / [------","Dis Manibus Sabbatiae defunctae annorum II mensium","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, nomen singulare","43.7423","16.6547"
"477",468420,"EDCS-10000756","HD034191",151,300,"[D(is)] M(anibus) / [---]riae Titiae / [---] an(nos) XXX / [---]tia Spe/[rata? ------","Dis Manibus riae Titiae annos XXX tia Sperata","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina","43.7423","16.6547"
"478",468421,"EDCS-10000757","HD034192",151,300,"[D(is)] M(anibus) / [---]io Atroci / [---]a Prima / [------","Dis Manibus io Atroci a Prima","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri","43.7423","16.6547"
"479",468422,"EDCS-10000758","HD034193",1,300,"[---]e fil(io) / [---]nico / [--- co(n)?]s(uli?) V p(atri?) p(atriae?) / [------","e filio nico consuli V patri patriae","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","viri","43.7423","16.6547"
"480",468423,"EDCS-10000759","HD034194",51,300,"Octavia / [F]ortun/[a]ta Ve/[n]eri / [v(otum)] s(olvit) l(ibens) m(erito)","Octavia Fortunata Veneri votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina","43.7423","16.6547"
"481",468424,"EDCS-10000760","HD034195",42,100,"M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) p(iae) f(idelis) et / Viriae P(ubli) l(ibertae) / uxori [--] / [------","Marco Caecilio Saturnino veterano legionis XI Claudiae piae fidelis et Viriae Publi libertae uxori","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum","NULL","Otok","liberti/libertae, milites, mulieres, praenomen et nomen, tria nomina, viri","43.7425382","16.6534966"
"482",468425,"EDCS-10000761","HD034196",151,300,"D(is) M(anibus) / Naeviae / Placidae / coniugi / inconpara/[bili! ---]imae / [---]I(?)I(?)E / [------","Dis Manibus Naeviae Placidae coniugi inconparabili imae IIE","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Decimin","Dicmo","mulieres, tria nomina, viri","43.7425382","16.6534966"
"483",468426,"EDCS-10000762","HD034197",14,150,"------] Fortunatus VIvir [------","Fortunatus VI vir","building/dedicatory inscription","building/dedicatory inscription","architectural member","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","seviri Augustales, viri","43.7423","16.6547"
"484",468427,"EDCS-10000763","HD034198",151,300,"------] / Aur(elius) Gavi[us? ---] / pro salut[e ---] / [------","Aurelius Gavius pro salute","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","tria nomina, viri","43.7423","16.6547"
"485",468428,"EDCS-10000764","HD034199",1,600,"[---]SERP / [------","SERP","NULL",NA,"tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,"43.7423","16.6547"
"486",468429,"EDCS-10000765","HD020002",151,300,"Neptun(o) / Andab(atensi?) / [A]e[l(ius)] Maxim(us) / Classici/anus / v(otum) s(olvit)","Neptuno Andabatensi Aelius Maximus Classicianus votum solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum","NULL","Vrlika","tria nomina, viri","43.7425382","16.6534966"
"487",468430,"EDCS-10000766","HD034200",151,300,"Bu[---]/VC(?)[-- defun?]/ct(a?)e ann(orum) XXXX / Paicus marit(us) / f(ecit)(?)","Bu VC defunctae annorum XXXX Paicus maritus fecit","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","mulieres, nomen singulare, viri","43.7423","16.6547"
"488",468431,"EDCS-10000767","HD034201",1,100,"[------](?) // [---] vilicus / [--- ex] voto","vilicus ex voto","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj, bei","officium/professio, viri","43.7423","16.6547"
"489",468432,"EDCS-10101963","HD035316",1,150,"------] / Servi[---] / C(ai) l(ibertus) Fus[---] / p(osuit) v(oto) [s(oluto)]","Servi Cai libertus Fus posuit voto soluto","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cres / Crexa","Apsorus","Mali Lošinj","liberti/libertae, tria nomina, viri","44.693","14.3919"
"490",468433,"EDCS-32201032","HD052642",201,300,"S(oli) I(nvicto) M(ithrae) / V&lt;e=F&gt;tur[i(us)] / Lucius / v(otum) s(olvit) ","Soli Invicto Mithrae V lt e gt turius Lucius votum solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Crikvenica / Ad Turres","NULL","Konjic","tria nomina, viri","45.1737049","14.6927906"
"491",468434,"EDCS-32201033","HD058574",101,300,"[---]nin(a)e(?) / [---]SIT / [---]TI / [------","ninae SIT TI","epitaph","epitaph","altar","Dalmatia","Dalmatia","Crikvenica / Ad Turres","NULL","Doboj","mulieres","45.1737049","14.6927906"
"492",468435,"EDCS-10101975","HD035335",236,236,"Im[p(erator) Caes(ar) C(aius)] / Iu[lius Maxi]/[minus] / Pius [Fel(ix) Aug(ustus)] / pont(i)f[ex maximus] / trib(unicia) po[t(estate) II imp(erator) III co(n)s(ul)] / p(ater) p(atriae) et C(aius) [Iul(ius) Verus] / [Maximus] / n[obiliss(imus)] / Ca[esar ---]","Imperator Caesar Caius Iulius Maximinus Pius Felix Augustus pontifex maximus tribunicia potestate II imperator III consul pater patriae et Caius Iulius Verus Maximus nobilissimus Caesar","mile-/leaguestone","mile-/leaguestone","mile-/leaguestone","Dalmatia","Dalmatia","Crnici-Greda / Crnici","Narona","Čapljina","Augusti/Augustae, viri","43.0801","17.625"
"493",468436,"EDCS-10101976","HD035336",244,249,"Im[p(eratori)] / Cae[sari] / M(arco) I[ulio Philippo] / [Pio Felici] / [Aug(usto)]","Imperatori Caesari Marco Iulio Philippo Pio Felici Augusto","mile-/leaguestone","mile-/leaguestone","mile-/leaguestone","Dalmatia","Dalmatia","Crnici-Greda / Crnici","Narona","Čapljina","Augusti/Augustae, viri","43.0801","17.625"
"494",468437,"EDCS-51800137","HD067905",151,300,"Silvano / Conserv(atori) / Aug(usto) sac(rum) / Ael(i--) [---] / [------","Silvano Conservatori Augusto sacrum Aeli","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Crvenice / Delminium","Delminium","Tomislavgrad","viri","43.7183","17.2302"
"495",468438,"EDCS-31900100","HD058965",1,300,"------ Ae?]mil(ia?) Marcellina [---?] / [---? muni]cipii Novensiu(m) MII[------","Aemilia Marcellina municipii Novensium MII","NULL",NA,"tabula","Dalmatia","Dalmatia","Crvenice / Delminium","Delminium","Tomislavgrad","mulieres, tria nomina","43.7183","17.2302"
"496",468439,"EDCS-10000796","HD034268",117,170,"[I(ovi)] O(ptimo) M(aximo) / P(ublius)(?) Ael(ius) Quin(tus) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Publius Aelius Quintus votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Crvenice / Delminium","Delminium","Tomislavgrad","tria nomina, viri","43.7183","17.2302"
"497",468440,"EDCS-06100487","HD018342",101,200,"[Si]lvano / [------] / L(ucius) Titi[us ---]/nus |(centurio) c[oh(ortis) I] / mil(iariae) l(ibens) p(osuit)","Silvano Lucius Titius nus centurio cohortis I miliariae libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Crvica","Municipium Malvesiatium","Bajina Bašta","milites, tria nomina, viri","43.9667","19.5333"
