Column1,X,LIST.ID,EDCS.ID,EDH.ID,not_before,not_after,changed?,source,note,delete?,transcription,clean_text_interpretive_word,type_of_inscription_clean,type_of_inscription_auto,type_of_monument_clean,changed_type?,source,note,province,province_label_clean,place,findspot_ancient_clean,findspot_modern_clean,status_notation,Latitude,Longitude,count
317,3658,471703,EDCS-28700956,HD059983,1,100,,,,,[--- Cos?]conio / [---]ino / [--- l]eg(ionis) XI / [--- corni?]c(ulario?) co(n)s(ularis) / [--- Re]stuta / [--- sor]or / [--- Tyr]annus / [ami]co,Cosconio ino legionis XI corniculario consularis Restuta soror Tyrannus amico,epitaph,epitaph,statue base,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
318,3659,471704,EDCS-28700953,HD062533,1,100,,,,,------] / dec(urioni) equit(um) p[raefecto c]oh(ortis) / III Alpinae et Q(uinto) Ennio Sever[o] / ann(orum) XV fecit Lutatia Veneria / viro et filio / orba queror genetrix miseri post funera nati [r]apta[q(ue) et ante premit] me mea c[a]ra soror intra ter quinos infelix occidit annos / sic illi coniunx sic toga pura data est nu[ll]aque pr[opa]go manibus succepta [p]arentis nullus honos fasces in mea tecta tulit / omnia Ditis habet praeterquam nomen eoru(m) nec comitem nati me sinit esse mei o genitor felix qui nec tua funera vidit / nec filiu[m] f[i]li[am? ---]FRI[---]II[------,decurioni equitum praefecto cohortis III Alpinae et Quinto Ennio Severo annorum XV fecit Lutatia Veneria viro et filio orba queror genetrix miseri post funera nati rapta que et ante premit me mea cara soror intra ter quinos infelix occidit annos sic illi coniunx sic toga pura data est nulla que propago manibus succepta parentis nullus honos fasces in mea tecta tulit omnia Ditis habet praeterquam nomen eorum nec comitem nati me sinit esse mei o genitor felix qui nec tua funera vidit nec filium filiam FRI II,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
333,3674,471720,EDCS-31400663,HD062171,1,100,,,,,------] / L(ucius) Val[erius?] / L(uci) f(ilius) Lem(onia) / dom(o) B[onon(ia)] / mil(es) le[g(ionis) ------,Lucius Valerius Luci filius Lemonia domo Bononia miles legionis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
337,3678,471724,EDCS-28800849,HD062581,1,100,,,,,------] / f(ilius) vet(eranus) leg(ionis) [---] / domo / Atest(e) test[am(ento)] / fieri ius[sit ------?,filius veteranus legionis domo Ateste testamento fieri iussit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
342,3684,471730,EDCS-28800867,HD062600,1,100,,,,,------]tius Q(uinti) f(ilius) G[al(eria)? ---] / [---] vet(eranus) leg(ionis) [---] / [sibi e]t suis [------,tius Quinti filius Galeria veteranus legionis sibi et suis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
178,1581,469557,EDCS-28400381,HD051046,1,100,,,,,L(ucius) Trebius Pau/lus vetera/nus leg(ionis) VIII / Aug(ustae) t(estamento) f(ieri) i(ussit),Lucius Trebius Paulus veteranus legionis VIII Augustae testamento fieri iussit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,"Krk, Otok / Curictae",Fulfinum,Omišalj,"milites, tria nomina, viri",45.204,14.5441,1
361,4448,472617,EDCS-31400714,HD063890,1,100,,,,,------] / Iuni[us] / [R]ufus d[om(o)] / [H]eracl[ea] / [v]et(eranus) leg(ionis) [---] / [c]uram eg[it ---] / vet(eranus) le[g(ionis) ------,Iunius Rufus domo Heraclea veteranus legionis curam egit veteranus legionis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
375,4747,472942,EDCS-30100681,HD022808,1,100,,,,,Q(uintus) Vettiu[s] / Hospes mil[es] / cohortis Camp(anorum) / domo Suessa / annorum XLV / stipendiorum / XXII testamen[to] / iussit fieri,Quintus Vettius Hospes miles cohortis Campanorum domo Suessa annorum XLV stipendiorum XXII testamento iussit fieri,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
447,6142,474589,EDCS-30301342,HD061686,1,100,,,,,Flavos(!) Bo/uti f(ilius) mil(es) / coh(ortis) I Luce(nsium) / ann(orum) XXXI / stip(endiorum) X dom(o) / Luco Aug(usti) h(eres) f(aciendum) c(uravit) / h(ic) s(itus) e(st),Flavos Bouti filius miles cohortis I Lucensium annorum XXXI stipendiorum X domo Luco Augusti heres faciendum curavit hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Tepljuh / Promona,Promona,Drniš,"milites, nomen singulare, viri",43.8955,16.2114,1
454,6210,474657,EDCS-10000746,HD034182,1,100,,,,,------ c]enturio le[g(ionis) VII ---],centurio legionis VII,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Trilj / Tilurium,Tilurium,Trilj,"milites, viri",43.6139,16.689,1
477,6471,474928,EDCS-31900271,HD060631,1,100,,,,,------](?) / Q(uintus) MaR(?)[cius? ---] / Serg(ia) Itali[cus ---?] / signifer l[eg(ionis) ---] / annor(um) nat(us) XX[---] / stipendiorum X[---] / [------,Quintus MaRcius Sergia Italicus signifer legionis annorum natus XX stipendiorum X,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"milites, viri",43.0801,17.625,1
480,6474,474931,EDCS-30800078,HD060638,1,100,,,,,------] / M(?)[--]VL[---]D[--] / c(o)ho(rtis) XI Gall(orum) / domo Patavi / ann(orum) XLVI stip(endiorum) / XV,M VL D cohortis XI Gallorum domo Patavi annorum XLVI stipendiorum XV,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"milites, viri",43.0801,17.625,1
489,6733,475192,EDCS-28400164,HD060144,1,100,,,,,Sex(tus) Atilius / Sex(ti) f(ilius) Pap(iria) / veter(anus) leg(ionis) VII / domo Ticino / hic situs est / testamento / fieri iussit / in f(ronte) p(edes) XV in a(gro) p(edes) XX,Sextus Atilius Sexti filius Papiria veteranus legionis VII domo Ticino hic situs est testamento fieri iussit in fronte pedes XV in agro pedes XX,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Zadar / Iader,Iader,Zadar,"milites, praenomen et nomen, viri",44.115501,15.223778,1
500,6982,106845,EDCS-04201550,NA,1,100,,,,,NA,Appuleia Aretusa Caio Trosio Liberali mater ponit militi praetoriae cohortis VI annorum XVIIII,NA,epitaph,NA,,,,Dalmatia,NA,Asseria,NA,NA,"milites, mulieres, tria nomina, viri",44.0099747,15.6690296,1
509,7088,108907,EDCS-78300751,NA,1,100,,,,,NA,FA us domo Ger I aquilifer legionis centuria Aemili Pi,NA,epitaph,NA,,,,Dalmatia,NA,Vid / Narona,NA,NA,"milites, viri",43.0804139,17.6258524,1
510,7089,108908,EDCS-78300752,NA,1,100,,,,,NA,decurio Alpinorum annorum XL stipendiorum,NA,epitaph,NA,,,,Dalmatia,NA,Vid / Narona,NA,NA,"milites, viri",43.0804139,17.6258524,1
8,77,468001,EDCS-20601176,HD039810,6,100,"yes, not_before",Both Cesarik and Radman,,,------] / [---]elius Ma[---] / [---]P domo R[---] / [ve]t(eranus) leg(ionis) VII [---] / [--- s]tip(endiorum) XXVIII [---?] / [an]n(os) LXII fili[o] / [--- e]t Patrono V(?) / [--- p]osuit matri,elius Ma P domo R veteranus legionis VII stipendiorum XXVIII annos LXII filio et Patrono V posuit matri,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Bigeste,NULL,Ljubuški,"liberti/libertae, milites, tria nomina, viri",43.182222,17.528889,1
26,365,468306,EDCS-27400589,HD053296,6,100,"yes, not_before",Cesarik (65);  Radman,"possibly also before 50 CE, because it moves to Tilurium after Tiberius",,Lartidia Recepta / C(ai) Lartidi Crispi |(centurionis) / coh(ortis) VIII volunt(ariorum) ann(orum) / XXVII patronus pos(u)it / h(ic) s(ita) e(st),Lartidia Recepta Cai Lartidi Crispi centurionis cohortis VIII voluntariorum annorum XXVII patronus posuit hic sita est,epitaph,epitaph,cliff,,,,Dalmatia,Dalmatia,Cavtat / Epidaurum,Epidaurum,Konavle,"liberti/libertae, milites, mulieres, tria nomina, viri",42.5848,18.2137,1
275,2966,470979,EDCS-27601600,HD063317,9,100,,,,,[T(itus) Sabinius T(iti) f(ilius)] / [Fab(ia) do]mo / [Seb]aste vete(ranus) / leg(ionis) VII ann(orum) LVI / sti(pendiorum) XXXII / h(ic) s(itus) e(st),Titus Sabinius Titi filius Fabia domo Sebaste veteranus legionis VII annorum LVI stipendiorum XXXII hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, praenomen et nomen, viri",43.5384,16.4743,1
467,6328,474779,EDCS-30000209,HD058602,9,100,,,,,L(ucius) Vegnonius / [--](?) L(uci) f(ilius) vet(eranus) leg(ionis) V[II] / [d]om(o) Florent[ia] / [---]opaena F[a]/[br]icia se vi[va] / [si]bi et vir[o] / E(---) / hic s(itus) est,Lucius Vegnonius Luci filius veteranus legionis VII domo Florentia opaena Fabricia se viva sibi et viro E hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Veli Bijac / Bijaci / Bijaca / Siculi,Siculi,Kaštela,"milites, mulieres, praenomen et nomen, viri",43.5306,16.3004,1
171,1440,469413,EDCS-30301407,HD058267,10,100,,,,,------] / [---] Q(uinti) f(ilius) Scap(tia) [---] / [---]us Flore[ntia ---] / [--- m]il(es) leg(ionis) XI [------,Quinti filius Scaptia us Florentia miles legionis XI,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Knin / Burnum,Ninia,"Knin, bei","milites, viri",44.0408,16.1994,1
37,617,468563,EDCS-30301451,HD058032,31,100,,,,,Q(uintus) Magius / C(ai) f(ilius) Publ(ilia) dom(o) / Verona vetera(nus) / leg(ionis) VII annoru(m) / L stipend(iorum) XXV / t(estamento) f(ieri) i(ussit) h(ic) [s(itus)] e(st),Quintus Magius Cai filius Publilia domo Verona veteranus legionis VII annorum L stipendiorum XXV testamento fieri iussit hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Dobropoljci,Asseria,Benkovac,"milites, praenomen et nomen, viri",44.0103,15.6844,1
492,6738,475197,EDCS-28400169,HD060191,31,100,,,,,C(aius) Trebius C(ai) [f(ilius)] Firmus / veteranus leg(ionis) XI / stipendiorum XXV annor(um) LXXX / A(---) O(---) V(---) F(---) F(---) D(---) S(---) E(---) M(---) Q(---) M(---) C(---) S(---),Caius Trebius Cai filius Firmus veteranus legionis XI stipendiorum XXV annorum LXXX A O V F F D S E M Q M C S,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Zadar / Iader,Iader,Zadar,"milites, tria nomina, viri",44.115501,15.223778,1
1,2,446811,EDCS-24600965,HD062044,42,100,no,,,,T(itus) Curtiacus / T(iti) f(ilius) Lem(onia) Bon(onia) / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit),Titus Curtiacus Titi filius Lemonia Bononia veteranus legionis VII Claudiae piae fidelis hic situs est testamento fieri iussit,epitaph,epitaph,NULL,,,,Aemilia / Regio VIII,Dalmatia,Ravenna,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
11,84,468008,EDCS-30000207,HD058592,42,100,"yes, not_after",Me,,,T(itus) Octavius T(iti) f(ilius) / Vel(ina) Hister vet(eranus) / leg(ionis) XI C(laudiae) p(iae) f(idelis) t(estamento) f(ieri) i(ussit) et / Acrini contuber/nali / in f(ronte) ped(es) X / in agr(o) ped(es) XI,Titus Octavius Titi filius Velina Hister veteranus legionis XI Claudiae piae fidelis testamento fieri iussit et Acrini contubernali in fronte pedes X in agro pedes XI,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Bihac / Raetinium,Siculi,Kaštela,"milites, nomen singulare, tria nomina, viri",43.5306,16.3004,1
12,85,468009,EDCS-30000208,HD058593,42,100,no,,,,L(ucius) Pescennius / L(uci) f(ilius) Fal(erna) Satur/ninus vet(eranus) leg(ionis) / XI C(laudiae) p(iae) f(idelis) v(ivus) f(ecit) sibi et / Mariae Sp(uri) f(iliae) Quin/tae con[iugi] / be[ne merenti],Lucius Pescennius Luci filius Falerna Saturninus veteranus legionis XI Claudiae piae fidelis vivus fecit sibi et Mariae Spuri filiae Quintae coniugi bene merenti,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Bihac / Raetinium,Siculi,Kaštela,"milites, mulieres, tria nomina, viri",43.5306,16.3004,1
29,415,468356,EDCS-28300058,HD005641,42,100,,,,,Sex(tus) Iu[lius Sex(ti) f(ilius)] / Ani(ensis) Silva[nus Foro Iuli(i)] / summus c[urat(or) c(ivium) R(omanorum) prov(inciae) Dalm(atiae)] / suffragio [eorum factus ex cent(urione)] / leg(ionis) VII C(laudiae) p(iae) f(idelis) aed[ilis col(oniae) Claudiae Aequi ab] / ordine primus [post col(oniam) deduct(am) creatus] / IIIIvir i(ure) d(icundo) pont(ifex) [in col(onia) Salonitan(orum)] / in ag&lt;ro=CE&gt; p(edes) [--- in fronte p(edes) ---] / h(oc) s(epulcrum) h(eredem) [n(on) s(equetur)] ,Sextus Iulius Sexti filius Aniensis Silvanus Foro Iulii summus curator civium Romanorum provinciae Dalmatiae suffragio eorum factus ex centurione legionis VII Claudiae piae fidelis aedilis coloniae Claudiae Aequi ab ordine primus post coloniam deductam creatus IIII vir iure dicundo pontifex in colonia Salonitanorum in ag lt roE gt pedes in fronte pedes hoc sepulcrum heredem non sequetur,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Citluk / Aequum,Aequum,Sinj,"milites, ordo decurionum, tria nomina, viri",43.7423,16.6547,1
32,464,468407,EDCS-32700500,HD028366,42,100,,,,,C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae(!) / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae,Caius Octavius Cai filius Fabia Vitalis domo Brixiae veteranus legionis VII Claudiae piae fidelis hic situs est testamento fieri iussit arbitratu Octaviae Secundaes libertae suae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Citluk / Aequum,Aequum,Sinj,"liberti/libertae, milites, mulieres, tria nomina, viri",43.7423,16.6547,1
33,481,468424,EDCS-10000760,HD034195,42,100,,,,,M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) p(iae) f(idelis) et / Viriae P(ubli) l(ibertae) / uxori [--] / [------,Marco Caecilio Saturnino veterano legionis XI Claudiae piae fidelis et Viriae Publi libertae uxori,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Citluk / Aequum,NULL,Otok,"liberti/libertae, milites, mulieres, praenomen et nomen, tria nomina, viri",43.7425382,16.6534966,1
54,804,468756,EDCS-28300041,HD062415,42,100,,,,,M(arcus) Iulius M(arci) f(ilius) / Trernahensis / miles leg(ionis) VII C(laudiae) p(iae) f(idelis) / an(norum) XXXXV stip(endiorum) XX / M(arcus) Arruntius frater et / heres posuit / h(ic) s(itus) e(st),Marcus Iulius Marci filius Trernahensis miles legionis VII Claudiae piae fidelis annorum XXXXV stipendiorum XX Marcus Arruntius frater et heres posuit hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, viri",43.6139,16.689,1
67,838,468790,EDCS-31900029,HD058783,42,100,,,,,Sex(tus) Clodius / C(?)(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis) VII C(laudia) p(ia)] f(idelis) / [------,Sextus Clodius Cai filius Publilia Verona miles legionis VII Claudia pia fidelis,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, viri",43.6139,16.689,1
121,1175,469138,EDCS-28300162,HD058165,42,100,,,,,L(ucius) Cassius L(uci) f(ilius) / Trom(entina) Marti/alis Aq(uae) Sta(tiellae) / mil(es) leg(ionis) XI / C(laudiae) p(iae) f(idelis) / |(centuria) Pulpidi Sil/vestris / stip(endiorum) XII an(norum) XXXV / t(itulum) f(ieri) i(ussit) h(eres) f(aciendum) c(uravit),Lucius Cassius Luci filius Tromentina Martialis Aquae Statiellae miles legionis XI Claudiae piae fidelis centuria Pulpidi Silvestris stipendiorum XII annorum XXXV titulum fieri iussit heres faciendum curavit,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
122,1176,469139,EDCS-28300163,HD058137,42,100,,,,,[D(is) M(anibus)](?) / [A(ulus)? ---]ubiu[s] A(uli) [f(ilius)?] / [Cel]er |(centurio) leg(ionis) XI C(laudiae) / p(iae) f(idelis) domo Vero/na ann(orum) LXIII stip(endiorum) / XXXXIII t(itulum) f(ieri) iussit / Panthagathus / lib(ertus) f(aciendum) c(uravit),Dis Manibus Aulus ubius Auli filius Celer centurio legionis XI Claudiae piae fidelis domo Verona annorum LXIII stipendiorum XXXXIII titulum fieri iussit Panthagathus libertus faciendum curavit,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"liberti/libertae, milites, nomen singulare, tria nomina, viri",44.0317,15.9936,1
128,1193,469157,EDCS-29900060,HD058168,42,100,,,,,Sub hac in/scriptione / M(arcus) Cupitius / M(arci) f(ilius) Pol(lia) / Paulus / Amasia / miles leg(ionis) / XI C(laudiae) p(iae) f(idelis) stip/endiorum / XVII Cupitius / Pol(l)io frater / faciundum / curavit,Sub hac inscriptione Marcus Cupitius Marci filius Pollia Paulus Amasia miles legionis XI Claudiae piae fidelis stipendiorum XVII Cupitius Pollio frater faciundum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
159,1325,469291,EDCS-28400137,HD060048,42,100,,,,,C(aio) Iulio C(ai) f(ilio) / [Se]r(gia) [Agr]ippae / [m(iliti)] leg(ionis) VII p(iae) f(idelis) / |(centuria) Agrip[p]ae p(---) / Avita mari/to Agrippi[na] / patri,Caio Iulio Cai filio Sergia Agrippae militi legionis VII piae fidelis centuria Agrippae p Avita marito Agrippina patri,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Karin Gornji / Corinium,Corinium,Benkovac,"milites, mulieres, nomen singulare, tria nomina, viri",44.1075,15.6256,1
162,1345,469312,EDCS-30301480,HD060039,42,100,,,,,P(ubli-) Val[eri--- vet(eran-)?] / leg(ionis) X[I C(laudiae) p(iae) f(idelis) ---] / C(ai) f(ili-) Pa[---] / Valer[i---] / et Val[eri---] / fr[atri? ---?] / fieri [iuss---],Publi Valeri veteran legionis XI Claudiae piae fidelis Cai fili Pa Valeri et Valeri fratri fieri iuss,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Karin Gornji / Corinium,Corinium,Benkovac,"milites, viri",44.1075,15.6256,1
167,1436,469409,EDCS-30301403,HD058257,42,100,,,,,------] / T(itus) Lolliu[s] / T(iti) f(ilius) Clau(dia) / Tarviso / mil(es) leg(ionis) / XI C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st),Titus Lollius Titi filius Claudia Tarviso miles legionis XI Claudiae piae fidelis hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Knin / Burnum,Ninia,"Knin, bei","milites, tria nomina, viri",44.0408,16.1994,1
168,1437,469410,EDCS-30301404,HD058264,42,100,,,,,------] C(aius) Sem[--]ius / [---] C(ai) f(ilius) Trom(entina) Se/[---]us Aq(uis) Sta(tiellis) / [--- l]eg(ionis) XI C(laudiae) p(iae) f(idelis) / [--- sign]ifer(?) [------?,Caius Sem ius Cai filius Tromentina Se us Aquis Statiellis legionis XI Claudiae piae fidelis signifer,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Knin / Burnum,Ninia,"Knin, bei","milites, tria nomina, viri",44.0408,16.1994,1
169,1438,469411,EDCS-30301405,HD058258,42,100,,,,,------ T?]ert/ul(l)i[u]s Novar(ia) / m(iles) leg(ionis) XI C(laudiae) p(iae) f(idelis) / |(centuria) Cai Verecun(di) / an(norum) XXIIX stip(endiorum) / XXII t(estamento)(?) p(oni)(?) [i(usst)?],Tertullius Novaria miles legionis XI Claudiae piae fidelis centuria Cai Verecundi annorum XXIIX stipendiorum XXII testamento poni iusst,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Knin / Burnum,Ninia,"Knin, bei","milites, praenomen et nomen, viri",44.0408,16.1994,1
254,2940,470953,EDCS-27601584,HD054723,42,100,,,,,L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII p(ia) C(laudiae) f(idelis) / v(ivus) f(ecit) sibi et Claudiae Ti(beri) / Claudi Alypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur),Lucius Fabius Luci filius Saturninus veteranus legionis VII pia Claudiae fidelis vivus fecit sibi et Claudiae Tiberi Claudi Alypi liberti Caesaris libertae Euche hic siti sunt locum donavit Caius Titius Restitutus amicus hoc monumentum heredem non sequetur,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"Augusti/Augustae, liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
268,2958,470971,EDCS-27601594,HD063842,42,100,,,,,C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) p(iae) f(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX,Caius Lucretius signifer legionis VII Claudiae piae fidelis domo Verona annorum XLV stipendiorum XXVI de suo peculio faciendum iussit sibi et Primo suo curam egerunt frater et Chrestus libertus in fronte pedes X in agro pedes XX,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, nomen singulare, tria nomina, viri",43.5384,16.4743,1
269,2959,470972,EDCS-27601595,HD063843,42,100,,,,,C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertae) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX,Caius Lucretius veteranus legionis VII Claudiae piae fidelis domo Verona vivus fecit sibi et Provinciali filio et Firmillae et Tyche libertae suis que omnibus in fronte pedes X in agro pedes XX,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, nomen singulare, praenomen et nomen, viri",43.5384,16.4743,1
336,3677,471723,EDCS-28800848,HD062460,42,100,,,,,C(aius) Vatinius / Sex(ti) f(ilius) Capito / vet(eranus) leg(ionis) VII / C(laudiae) p(iae) f(idelis) dom(o) Arreti(o) / v(ivus) f(ecit) sibi et / Vatiniae Feli/culae libert(ae),Caius Vatinius Sexti filius Capito veteranus legionis VII Claudiae piae fidelis domo Arretio vivus fecit sibi et Vatiniae Feliculae libertae,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
